"Booking_ID","no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","arrival_date","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_previous_bookings_not_canceled","avg_price_per_room","no_of_special_requests","booking_status"
"INN00538",2,0,1,3,"Not Selected",FALSE,"Room_Type 1",3,"2018",8,22,"Online",FALSE,0,0,98.56,1,TRUE
"INN00539",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",35,"2018",3,10,"Online",FALSE,0,0,71.1,0,FALSE
"INN00540",1,0,6,15,"Meal Plan 1",FALSE,"Room_Type 4",12,"2018",3,30,"Online",FALSE,0,0,128.06,0,FALSE
"INN00541",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",0,"2018",11,19,"Complementary",FALSE,0,0,0,0,TRUE
"INN00542",2,1,0,1,"Meal Plan 1",FALSE,"Room_Type 1",7,"2018",4,7,"Online",FALSE,0,0,106,1,TRUE
"INN00543",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",47,"2018",9,27,"Online",FALSE,0,0,130.61,1,FALSE
"INN00544",2,0,2,3,"Not Selected",FALSE,"Room_Type 1",117,"2018",6,17,"Online",FALSE,0,0,105.74,1,TRUE
"INN00545",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 4",2,"2018",6,10,"Online",FALSE,0,0,136,1,TRUE
"INN00546",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",26,"2018",6,8,"Offline",FALSE,0,0,120,0,TRUE
"INN00547",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",75,"2018",12,2,"Online",FALSE,0,0,74.8,1,TRUE
"INN00548",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",256,"2018",6,15,"Online",FALSE,0,0,112,1,FALSE
"INN00549",2,1,1,0,"Meal Plan 1",FALSE,"Room_Type 1",137,"2018",8,21,"Online",FALSE,0,0,121.5,2,TRUE
"INN00550",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",92,"2017",10,7,"Offline",FALSE,0,0,70,0,TRUE
"INN00551",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",1,"2018",11,29,"Offline",FALSE,0,0,75,0,TRUE
"INN00552",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",18,"2018",1,2,"Offline",FALSE,0,0,54,0,TRUE
"INN00553",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",78,"2018",3,25,"Online",FALSE,0,0,100,0,FALSE
"INN00554",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 4",8,"2018",4,23,"Complementary",FALSE,0,0,0,2,TRUE
"INN00555",1,2,4,9,"Meal Plan 1",FALSE,"Room_Type 6",30,"2018",11,2,"Online",FALSE,0,0,186.22,0,FALSE
"INN00556",2,0,2,0,"Not Selected",FALSE,"Room_Type 1",117,"2018",11,13,"Online",FALSE,0,0,79.2,0,TRUE
"INN00557",2,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",10,"2018",3,19,"Online",FALSE,0,0,103,0,TRUE
"INN00558",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",56,"2017",9,25,"Offline",FALSE,0,0,185,0,TRUE
"INN00559",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",8,"2017",10,20,"Online",FALSE,0,0,135,1,TRUE
"INN00560",2,0,2,0,"Meal Plan 2",FALSE,"Room_Type 1",386,"2018",10,23,"Online",FALSE,0,0,115,1,FALSE
"INN00561",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",273,"2017",7,17,"Online",FALSE,0,0,109,0,FALSE
"INN00562",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",33,"2018",11,26,"Online",FALSE,0,0,104,1,FALSE
"INN00563",3,0,2,5,"Meal Plan 1",FALSE,"Room_Type 4",184,"2018",8,3,"Online",FALSE,0,0,130.05,3,TRUE
"INN00564",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",232,"2018",9,5,"Online",FALSE,0,0,100.3,0,FALSE
"INN00565",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",188,"2018",6,15,"Online",FALSE,0,0,130,0,FALSE
"INN00566",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",102,"2017",10,16,"Offline",FALSE,0,0,109,0,TRUE
"INN00567",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 4",45,"2018",10,7,"Online",FALSE,0,0,139.5,1,FALSE
"INN00568",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",1,"2018",2,3,"Corporate",FALSE,0,0,66,1,TRUE
"INN00569",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",63,"2018",9,3,"Online",FALSE,0,0,106.88,2,TRUE
"INN00570",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 4",89,"2018",9,16,"Online",FALSE,0,0,149.4,1,TRUE
"INN00571",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",63,"2018",4,26,"Online",FALSE,0,0,109.35,2,TRUE
"INN00572",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",304,"2018",11,3,"Online",FALSE,0,0,89,0,FALSE
"INN00573",1,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",1,"2018",4,9,"Online",FALSE,0,0,115,1,TRUE
"INN00574",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",51,"2018",3,16,"Corporate",FALSE,0,0,85.5,0,TRUE
"INN00575",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 4",110,"2018",4,20,"Online",FALSE,0,0,90.95,0,TRUE
"INN00576",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 4",20,"2018",7,30,"Online",FALSE,0,0,117.55,1,TRUE
"INN00577",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",50,"2018",10,19,"Online",FALSE,0,0,108,1,FALSE
"INN00578",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",48,"2018",10,11,"Online",FALSE,0,0,139.5,1,TRUE
"INN00579",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 5",96,"2018",9,13,"Online",FALSE,0,0,129.88,0,FALSE
"INN00580",2,0,1,4,"Meal Plan 1",FALSE,"Room_Type 1",148,"2017",12,30,"Offline",FALSE,0,0,67,0,TRUE
"INN00581",2,0,1,1,"Not Selected",FALSE,"Room_Type 1",25,"2018",10,3,"Online",FALSE,0,0,129,1,FALSE
"INN00582",2,0,2,5,"Meal Plan 1",FALSE,"Room_Type 1",148,"2018",6,25,"Online",FALSE,0,0,79.53,0,FALSE
"INN00583",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",114,"2018",8,22,"Offline",FALSE,0,0,72.25,0,TRUE
"INN00584",1,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",257,"2017",7,1,"Offline",FALSE,0,0,80,0,TRUE
"INN00585",2,0,2,5,"Meal Plan 1",FALSE,"Room_Type 1",105,"2018",6,11,"Online",FALSE,0,0,119.85,2,TRUE
"INN00586",1,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",4,"2017",11,2,"Online",FALSE,0,0,117,0,TRUE
"INN00587",2,0,2,2,"Meal Plan 2",FALSE,"Room_Type 4",67,"2017",9,6,"Complementary",FALSE,0,0,29,1,TRUE
"INN00588",2,0,2,2,"Meal Plan 1",TRUE,"Room_Type 1",61,"2018",9,2,"Online",FALSE,0,0,118.8,1,TRUE
"INN00589",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",79,"2018",12,30,"Offline",FALSE,0,0,192.03,1,TRUE
"INN00590",3,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",74,"2018",5,21,"Online",FALSE,0,0,168.3,2,TRUE
"INN00591",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",120,"2018",5,12,"Online",FALSE,0,0,72.76,0,TRUE
"INN00592",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",157,"2018",12,8,"Offline",FALSE,0,0,68,0,TRUE
"INN00593",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",4,"2018",1,6,"Online",FALSE,0,0,89,0,TRUE
"INN00594",2,0,2,5,"Meal Plan 1",FALSE,"Room_Type 4",46,"2018",8,28,"Online",FALSE,0,0,124.46,0,TRUE
"INN00595",1,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",41,"2018",3,13,"Corporate",FALSE,0,0,70.33,0,TRUE
"INN00596",3,0,1,4,"Meal Plan 1",FALSE,"Room_Type 4",84,"2018",6,15,"Online",FALSE,0,0,170.1,2,TRUE
"INN00597",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",245,"2018",6,17,"Online",FALSE,0,0,75,0,FALSE
"INN00598",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",27,"2018",6,29,"Online",FALSE,0,0,125.25,1,TRUE
"INN00599",2,0,3,7,"Meal Plan 1",FALSE,"Room_Type 1",74,"2017",7,27,"Online",FALSE,0,0,55.9,0,TRUE
"INN00600",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",85,"2018",6,20,"Online",FALSE,0,0,126.9,0,FALSE
"INN00601",2,0,0,2,"Not Selected",FALSE,"Room_Type 1",6,"2018",2,26,"Online",FALSE,0,0,79,0,FALSE
"INN00602",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",256,"2018",10,23,"Online",FALSE,0,0,78,2,FALSE
"INN00603",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",265,"2018",6,24,"Online",FALSE,0,0,109,0,FALSE
"INN00604",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 4",64,"2018",4,15,"Online",FALSE,0,0,112.2,0,TRUE
"INN00605",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",0,"2017",10,1,"Corporate",FALSE,0,0,109,1,TRUE
"INN00606",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",91,"2018",9,14,"Corporate",TRUE,1,2,65,0,TRUE
"INN00607",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",127,"2018",4,28,"Offline",FALSE,0,0,90,0,TRUE
"INN00608",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",73,"2018",7,14,"Offline",FALSE,0,0,85,0,TRUE
"INN00609",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",36,"2018",12,28,"Online",FALSE,0,0,168.73,0,TRUE
"INN00610",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",17,"2018",12,8,"Online",FALSE,0,0,100.38,0,TRUE
"INN00611",2,0,2,5,"Meal Plan 1",FALSE,"Room_Type 1",164,"2018",7,27,"Online",FALSE,0,0,99.45,0,FALSE
"INN00612",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",0,"2018",9,27,"Corporate",FALSE,0,0,160,0,TRUE
"INN00613",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",37,"2018",10,2,"Online",FALSE,0,0,126,1,TRUE
"INN00614",3,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",191,"2018",8,1,"Offline",FALSE,0,0,96.9,0,TRUE
"INN00615",2,2,2,4,"Meal Plan 1",FALSE,"Room_Type 2",33,"2017",10,17,"Online",FALSE,0,0,95,2,TRUE
"INN00616",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",32,"2017",9,5,"Online",FALSE,0,0,94.5,3,TRUE
"INN00617",1,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",3,"2017",9,7,"Offline",FALSE,0,0,98.8,0,TRUE
"INN00618",2,0,2,1,"Not Selected",FALSE,"Room_Type 1",53,"2018",2,10,"Online",FALSE,0,0,100.5,1,TRUE
"INN00619",2,0,1,0,"Meal Plan 2",FALSE,"Room_Type 7",8,"2018",6,19,"Complementary",TRUE,0,1,0,1,TRUE
"INN00620",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",107,"2018",5,29,"Online",FALSE,0,0,80.75,1,FALSE
"INN00621",2,0,0,1,"Meal Plan 2",FALSE,"Room_Type 1",55,"2018",4,6,"Offline",FALSE,0,0,104,0,TRUE
"INN00622",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",84,"2018",4,29,"Offline",FALSE,0,0,89.75,0,TRUE
"INN00623",2,2,0,2,"Meal Plan 1",FALSE,"Room_Type 6",0,"2017",8,25,"Online",FALSE,0,0,156,1,TRUE
"INN00624",2,0,1,1,"Meal Plan 1",FALSE,"Room_Type 4",1,"2018",6,11,"Online",FALSE,0,0,136,2,TRUE
"INN00625",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",29,"2018",12,2,"Corporate",FALSE,0,0,85,1,TRUE
"INN00626",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",41,"2017",10,14,"Online",FALSE,0,0,87.54,1,TRUE
"INN00627",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",86,"2017",9,9,"Corporate",FALSE,0,0,100,0,TRUE
"INN00628",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",167,"2018",10,1,"Online",FALSE,0,0,108.9,1,FALSE
"INN00629",2,0,0,3,"Not Selected",FALSE,"Room_Type 1",34,"2018",6,14,"Online",FALSE,0,0,107.1,1,TRUE
"INN00630",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",101,"2018",4,4,"Online",FALSE,0,0,80,0,FALSE
"INN00631",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",259,"2018",5,5,"Online",FALSE,0,0,90,0,FALSE
"INN00632",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",122,"2018",5,12,"Online",FALSE,0,0,105.3,1,TRUE
"INN00633",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",1,"2018",2,11,"Online",FALSE,0,0,80,2,TRUE
"INN00634",2,0,0,2,"Meal Plan 1",TRUE,"Room_Type 4",107,"2018",8,25,"Online",FALSE,0,0,142.2,0,TRUE
"INN00635",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",35,"2018",4,5,"Online",FALSE,0,0,131.4,1,TRUE
"INN00636",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",192,"2018",6,24,"Offline",FALSE,0,0,95,0,TRUE
"INN00637",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",4,"2018",4,1,"Online",FALSE,0,0,111,0,FALSE
"INN00638",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",85,"2018",10,6,"Offline",FALSE,0,0,85,1,TRUE
"INN00639",3,0,0,4,"Meal Plan 1",FALSE,"Room_Type 4",137,"2018",8,24,"Online",FALSE,0,0,130.95,0,FALSE
"INN00640",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",74,"2017",9,18,"Offline",FALSE,0,0,101.5,0,TRUE
"INN00641",1,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",116,"2018",2,28,"Offline",FALSE,0,0,82,0,TRUE
"INN00642",2,0,2,2,"Meal Plan 1",TRUE,"Room_Type 1",34,"2017",9,13,"Online",FALSE,0,0,94.5,2,TRUE
"INN00643",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",56,"2018",8,28,"Online",FALSE,0,0,109.8,0,FALSE
"INN00644",2,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",149,"2018",7,10,"Online",FALSE,0,0,72.25,0,FALSE
"INN00645",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",12,"2018",2,6,"Online",FALSE,0,0,55.72,0,TRUE
"INN00646",3,0,1,1,"Meal Plan 1",FALSE,"Room_Type 4",52,"2018",10,17,"Online",FALSE,0,0,158.4,1,FALSE
"INN00647",2,0,1,4,"Meal Plan 1",FALSE,"Room_Type 4",191,"2018",3,30,"Offline",FALSE,0,0,69,0,TRUE
"INN00648",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",37,"2018",10,13,"Offline",FALSE,0,0,105,0,TRUE
"INN00649",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",57,"2018",12,29,"Online",FALSE,0,0,219.6,0,FALSE
"INN00650",1,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",9,"2018",1,8,"Offline",FALSE,0,0,44.8,0,TRUE
"INN00651",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",7,"2018",10,26,"Online",FALSE,0,0,120,0,TRUE
"INN00652",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",78,"2018",3,25,"Online",FALSE,0,0,100,0,FALSE
"INN00653",2,0,0,1,"Not Selected",FALSE,"Room_Type 1",0,"2018",6,7,"Online",FALSE,0,0,109,0,TRUE
"INN00654",0,2,1,2,"Meal Plan 1",FALSE,"Room_Type 2",78,"2018",8,19,"Online",FALSE,0,0,115.68,1,TRUE
"INN00655",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",31,"2018",9,16,"Offline",FALSE,0,0,75,0,TRUE
"INN00656",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 5",37,"2018",6,17,"Offline",FALSE,0,0,134.1,1,TRUE
"INN00657",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 4",8,"2018",5,29,"Online",FALSE,0,0,124.1,1,TRUE
"INN00658",4,0,0,2,"Meal Plan 1",FALSE,"Room_Type 7",32,"2018",8,17,"Online",FALSE,0,0,214.75,1,TRUE
"INN00659",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",48,"2018",10,31,"Offline",FALSE,0,0,75,0,TRUE
"INN00660",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 1",89,"2017",11,23,"Online",FALSE,0,0,72.25,2,TRUE
"INN00661",1,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",0,"2018",3,7,"Corporate",FALSE,0,0,80,0,TRUE
"INN00662",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",15,"2018",9,20,"Online",FALSE,0,0,139,1,TRUE
"INN00663",1,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",10,"2018",1,28,"Corporate",FALSE,0,0,66,0,TRUE
"INN00664",1,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",43,"2018",5,31,"Online",FALSE,0,0,115.5,0,TRUE
"INN00665",2,1,1,1,"Meal Plan 1",TRUE,"Room_Type 1",27,"2018",8,8,"Online",FALSE,0,0,195.5,2,TRUE
"INN00666",2,0,2,0,"Meal Plan 2",FALSE,"Room_Type 1",386,"2018",10,23,"Online",FALSE,0,0,115,1,FALSE
"INN00667",1,0,0,1,"Meal Plan 2",FALSE,"Room_Type 1",72,"2017",9,18,"Offline",FALSE,0,0,84,0,TRUE
"INN00668",2,0,2,1,"Not Selected",FALSE,"Room_Type 1",10,"2018",10,16,"Online",FALSE,0,0,107.8,3,TRUE
"INN00669",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",37,"2018",10,13,"Offline",FALSE,0,0,105,0,TRUE
"INN00670",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",170,"2018",4,8,"Offline",FALSE,0,0,78,0,TRUE
"INN00671",1,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",265,"2018",6,24,"Offline",FALSE,0,0,90,0,TRUE
"INN00672",2,0,1,1,"Not Selected",FALSE,"Room_Type 1",49,"2018",7,9,"Online",FALSE,0,0,105.3,0,FALSE
"INN00673",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",51,"2018",2,25,"Online",FALSE,0,0,80.3,1,TRUE
"INN00674",1,0,1,0,"Meal Plan 2",FALSE,"Room_Type 1",3,"2018",2,8,"Online",FALSE,0,0,129,1,TRUE
"INN00675",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",265,"2018",6,24,"Online",FALSE,0,0,115,1,FALSE
"INN00676",2,0,2,0,"Not Selected",FALSE,"Room_Type 1",34,"2018",9,11,"Online",FALSE,0,0,125.1,2,TRUE
"INN00677",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",1,"2018",2,27,"Online",FALSE,0,0,103,1,TRUE
"INN00678",2,0,2,0,"Not Selected",TRUE,"Room_Type 1",77,"2018",5,1,"Online",FALSE,0,0,125.1,0,TRUE
"INN00679",1,0,2,5,"Not Selected",FALSE,"Room_Type 1",60,"2018",6,17,"Online",FALSE,0,0,96.17,1,FALSE
"INN00680",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",56,"2017",9,25,"Offline",FALSE,0,0,185,0,TRUE
"INN00681",2,0,2,0,"Not Selected",FALSE,"Room_Type 1",0,"2018",6,12,"Online",FALSE,0,0,69.74,0,TRUE
"INN00682",2,2,2,3,"Meal Plan 1",FALSE,"Room_Type 6",136,"2018",7,9,"Online",FALSE,0,0,172.55,0,FALSE
"INN00683",1,0,0,3,"Meal Plan 1",TRUE,"Room_Type 1",4,"2018",1,28,"Online",FALSE,0,0,95,1,TRUE
"INN00684",2,1,1,2,"Meal Plan 2",FALSE,"Room_Type 1",68,"2018",9,9,"Online",FALSE,0,0,166.35,2,TRUE
"INN00685",2,0,0,1,"Not Selected",TRUE,"Room_Type 1",1,"2018",11,18,"Online",FALSE,0,0,108,1,TRUE
"INN00686",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 4",61,"2018",3,21,"Online",FALSE,0,0,102,0,TRUE
"INN00687",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 7",40,"2018",5,13,"Online",FALSE,0,0,203.73,2,TRUE
"INN00688",2,0,2,5,"Not Selected",FALSE,"Room_Type 1",6,"2018",11,17,"Online",FALSE,0,0,78.69,0,FALSE
"INN00689",2,0,0,3,"Not Selected",FALSE,"Room_Type 1",58,"2018",11,3,"Online",FALSE,0,0,79.2,0,FALSE
"INN00690",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",35,"2018",3,16,"Online",FALSE,0,0,76.5,1,TRUE
"INN00691",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",177,"2018",6,3,"Online",FALSE,0,0,100,0,FALSE
"INN00692",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",13,"2018",12,14,"Online",FALSE,0,0,88.4,1,TRUE
"INN00693",1,0,2,4,"Meal Plan 1",FALSE,"Room_Type 1",245,"2018",7,6,"Online",FALSE,0,0,110,0,FALSE
"INN00694",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 4",189,"2018",10,28,"Online",FALSE,0,0,109.8,0,FALSE
"INN00695",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",271,"2018",12,3,"Offline",FALSE,0,0,78.3,0,TRUE
"INN00696",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",257,"2017",7,1,"Online",FALSE,0,0,101.5,0,FALSE
"INN00697",2,0,2,4,"Not Selected",FALSE,"Room_Type 1",207,"2018",7,28,"Online",FALSE,0,0,80.75,1,TRUE
"INN00698",2,0,2,2,"Meal Plan 1",FALSE,"Room_Type 1",108,"2018",12,25,"Online",FALSE,0,0,104,2,TRUE
"INN00699",2,0,0,3,"Not Selected",FALSE,"Room_Type 1",39,"2018",3,15,"Online",FALSE,0,0,51.19,0,TRUE
"INN00700",2,1,0,1,"Meal Plan 1",FALSE,"Room_Type 1",11,"2018",11,5,"Online",FALSE,0,0,150,1,FALSE
"INN00701",2,0,1,2,"Meal Plan 1",FALSE,"Room_Type 4",177,"2018",8,12,"Online",FALSE,0,0,127.8,1,FALSE
"INN00702",2,0,0,1,"Not Selected",FALSE,"Room_Type 4",15,"2017",9,17,"Online",FALSE,0,0,115,3,TRUE
"INN00703",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 4",10,"2018",5,5,"Online",FALSE,0,0,156,1,TRUE
"INN00704",3,0,2,2,"Meal Plan 1",FALSE,"Room_Type 4",60,"2018",12,23,"Online",FALSE,0,0,130.9,0,FALSE
"INN00705",2,0,0,3,"Not Selected",FALSE,"Room_Type 1",21,"2018",10,4,"Online",FALSE,0,0,116.1,0,FALSE
"INN00706",2,0,2,0,"Not Selected",FALSE,"Room_Type 1",24,"2018",9,11,"Online",FALSE,0,0,71.69,1,TRUE
"INN00707",1,1,2,3,"Meal Plan 2",FALSE,"Room_Type 1",76,"2018",4,24,"Offline",FALSE,0,0,98.5,1,TRUE
"INN00708",2,0,0,3,"Not Selected",FALSE,"Room_Type 1",146,"2018",7,13,"Online",FALSE,0,0,94.5,1,TRUE
"INN00709",1,0,0,2,"Meal Plan 1",FALSE,"Room_Type 1",188,"2018",6,15,"Online",FALSE,0,0,130,0,FALSE
"INN00710",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 1",114,"2017",7,11,"Online",FALSE,0,0,76.5,0,FALSE
"INN00711",2,0,0,4,"Meal Plan 1",FALSE,"Room_Type 1",256,"2018",8,31,"Online",FALSE,0,0,90.95,0,FALSE
"INN00712",2,0,1,3,"Meal Plan 1",FALSE,"Room_Type 1",210,"2017",10,8,"Offline",FALSE,0,0,72.75,0,TRUE
"INN00713",2,0,0,1,"Meal Plan 1",FALSE,"Room_Type 1",16,"2018",11,16,"Online",FALSE,0,0,93,0,TRUE
"INN00714",2,0,0,2,"Meal Plan 1",FALSE,"Room_Type 4",64,"2018",9,16,"Online",FALSE,0,0,168.3,1,TRUE
"INN00715",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 1",105,"2018",10,12,"Offline",FALSE,0,0,75,0,TRUE
"INN00716",2,0,1,0,"Meal Plan 1",FALSE,"Room_Type 1",0,"2017",8,9,"Online",FALSE,0,0,105,0,TRUE
"INN00717",2,0,2,0,"Not Selected",TRUE,"Room_Type 1",37,"2018",2,14,"Online",FALSE,0,0,78.5,1,TRUE
"INN00718",2,0,2,5,"Meal Plan 1",FALSE,"Room_Type 1",54,"2018",7,2,"Online",FALSE,0,0,119.7,0,FALSE
"INN00719",3,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",81,"2018",9,7,"Online",FALSE,0,0,168.3,0,FALSE
"INN00720",3,0,0,1,"Meal Plan 1",FALSE,"Room_Type 4",2,"2018",5,27,"Online",FALSE,0,0,197,1,TRUE
"INN00721",2,0,2,0,"Meal Plan 1",FALSE,"Room_Type 1",61,"2017",10,4,"Offline",FALSE,0,0,91,0,TRUE
"INN00722",2,0,2,3,"Meal Plan 1",FALSE,"Room_Type 1",11,"2018",2,13,"Offline",FALSE,0,0,85,0,TRUE
"INN00723",2,0,2,2,"Not Selected",FALSE,"Room_Type 1",4,"2018",2,5,"Online",FALSE,0,0,81,0,FALSE
"INN00724",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",63,"2017",9,4,"Offline",FALSE,0,0,116,0,TRUE
"INN00725",2,0,0,2,"Meal Plan 2",FALSE,"Room_Type 1",320,"2018",8,18,"Online",FALSE,0,0,115,1,FALSE
"INN00726",2,1,1,3,"Meal Plan 1",FALSE,"Room_Type 4",3,"2018",2,15,"Online",FALSE,0,0,106,2,TRUE
"INN00727",2,0,2,1,"Meal Plan 1",FALSE,"Room_Type 4",62,"2018",4,16,"Online",FALSE,0,0,118.8,0,FALSE
"INN00728",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",91,"2018",10,20,"Online",FALSE,0,0,132.3,2,FALSE
"INN00729",2,0,1,0,"Meal Plan 1",TRUE,"Room_Type 4",123,"2018",8,21,"Online",FALSE,0,0,146.7,0,TRUE
"INN00730",2,0,0,3,"Meal Plan 1",FALSE,"Room_Type 4",13,"2018",3,2,"Online",FALSE,0,0,86.8,1,TRUE
"INN00731",2,0,0,4,"Meal Plan 2",FALSE,"Room_Type 1",152,"2018",11,1,"Offline",FALSE,0,0,98,0,TRUE
"INN00732",2,0,1,1,"Meal Plan 1",FALSE,"Room_Type 1",180,"2018",5,2,"Offline",FALSE,0,0,100,1,TRUE
